district_id,district_name,month,month_of_year,beds_required,available_bed_capacity,occupied_beds,unmet_demand,emergency_cases,icu_required,oxygen_required,medical_kits_required,beds_lag_1,beds_lag_2,beds_lag_3,beds_lag_12,beds_roll_3,beds_roll_12,growth_3m_pct,target_next_month_beds
D0,Jaipur,33,10,170,164,158,6,10,22,29,19,184.0,199.0,206.0,179.0,196.33333333333334,191.83333333333334,-8.457711442786064,186.0
D0,Jaipur,34,11,186,159,159,27,12,20,44,24,170.0,184.0,199.0,171.0,184.33333333333334,191.08333333333334,-17.47572815533981,186.0
D1,Ajmer,12,1,125,111,111,14,7,12,26,15,113.0,115.0,108.0,139.0,112.0,123.58333333333333,-2.5862068965517238,143.0
D1,Ajmer,13,2,143,110,110,33,10,17,39,19,125.0,113.0,115.0,133.0,117.66666666666667,122.41666666666667,15.740740740740744,147.0
D1,Ajmer,14,3,147,117,117,30,8,18,29,13,143.0,125.0,113.0,145.0,127.0,123.25,24.347826086956516,133.0
D1,Ajmer,15,4,133,112,112,21,11,15,24,21,147.0,143.0,125.0,127.0,138.33333333333334,123.41666666666667,30.08849557522124,119.0
D1,Ajmer,16,5,119,117,101,2,10,14,25,17,133.0,147.0,143.0,128.0,141.0,123.91666666666667,6.400000000000006,129.0
D1,Ajmer,17,6,129,112,112,17,9,15,32,13,119.0,133.0,147.0,119.0,133.0,123.16666666666667,-16.78321678321678,127.0
D1,Ajmer,18,7,127,117,115,10,11,12,26,18,129.0,119.0,133.0,121.0,127.0,124.0,-12.244897959183676,116.0
D1,Ajmer,19,8,116,117,97,0,11,16,21,17,127.0,129.0,119.0,119.0,125.0,124.5,-4.511278195488721,115.0
D1,Ajmer,20,9,115,113,93,2,10,14,31,17,116.0,127.0,129.0,116.0,124.0,124.25,-2.5210084033613467,115.0
D1,Ajmer,21,10,115,117,97,0,10,15,28,20,115.0,116.0,127.0,108.0,119.33333333333333,124.16666666666667,-10.852713178294572,107.0
D1,Ajmer,22,11,107,117,89,0,10,10,22,16,115.0,115.0,116.0,115.0,115.33333333333333,124.75,-9.4488188976378,123.0
D1,Ajmer,23,12,123,116,114,7,10,16,30,19,107.0,115.0,115.0,113.0,112.33333333333333,124.08333333333333,-7.758620689655171,123.0
D1,Ajmer,24,1,123,110,105,13,8,14,29,13,123.0,107.0,115.0,125.0,115.0,124.91666666666667,6.956521739130439,142.0
D1,Ajmer,25,2,142,112,112,30,10,14,36,20,123.0,123.0,107.0,143.0,117.66666666666667,124.75,6.956521739130439,143.0
D1,Ajmer,26,3,143,117,117,26,12,20,26,17,142.0,123.0,123.0,147.0,129.33333333333334,124.66666666666667,32.710280373831765,132.0
D1,Ajmer,27,4,132,114,111,18,8,19,34,16,143.0,142.0,123.0,133.0,136.0,124.33333333333333,16.260162601626014,126.0
D1,Ajmer,28,5,126,110,110,16,9,16,22,14,132.0,143.0,142.0,119.0,139.0,124.25,7.317073170731714,120.0
D1,Ajmer,29,6,120,114,100,6,10,11,26,15,126.0,132.0,143.0,129.0,133.66666666666666,124.83333333333333,-11.267605633802813,117.0
D1,Ajmer,30,7,117,117,101,0,10,11,32,19,120.0,126.0,132.0,127.0,126.0,124.08333333333333,-16.083916083916083,123.0
D1,Ajmer,31,8,123,112,112,11,10,16,23,17,117.0,120.0,126.0,116.0,121.0,123.25,-11.363636363636365,113.0
D1,Ajmer,32,9,113,116,99,0,10,11,21,18,123.0,117.0,120.0,115.0,120.0,123.83333333333333,-2.3809523809523836,112.0
D1,Ajmer,33,10,112,113,105,0,11,11,24,19,113.0,123.0,117.0,115.0,117.66666666666667,123.66666666666667,-5.833333333333335,122.0
D1,Ajmer,34,11,122,117,108,5,7,16,24,14,112.0,113.0,123.0,107.0,116.0,123.41666666666667,-4.273504273504269,124.0
D2,Udaipur,12,1,130,107,107,23,12,13,23,18,111.0,110.0,110.0,132.0,110.33333333333333,113.33333333333333,7.7669902912621325,135.0
D2,Udaipur,13,2,135,104,104,31,8,18,35,17,130.0,111.0,110.0,131.0,117.0,113.16666666666667,18.181818181818187,131.0
D2,Udaipur,14,3,131,105,105,26,10,13,35,18,135.0,130.0,111.0,120.0,125.33333333333333,113.5,22.72727272727273,123.0
D2,Udaipur,15,4,123,104,104,19,8,17,21,16,131.0,135.0,130.0,120.0,132.0,114.41666666666667,18.01801801801801,113.0
D2,Udaipur,16,5,113,108,101,5,7,15,27,15,123.0,131.0,135.0,108.0,129.66666666666666,114.66666666666667,-5.384615384615388,106.0
D2,Udaipur,17,6,106,106,95,0,10,10,19,21,113.0,123.0,131.0,107.0,122.33333333333333,115.08333333333333,-16.296296296296298,104.0
D2,Udaipur,18,7,104,104,91,0,9,12,23,13,106.0,113.0,123.0,101.0,114.0,115.0,-19.083969465648853,107.0
D2,Udaipur,19,8,107,108,89,0,6,15,28,13,104.0,106.0,113.0,107.0,107.66666666666667,115.25,-15.44715447154471,102.0
D2,Udaipur,20,9,102,102,91,0,7,13,19,10,107.0,104.0,106.0,103.0,105.66666666666667,115.25,-5.309734513274334,102.0
D2,Udaipur,21,10,102,104,86,0,9,13,18,16,102.0,107.0,104.0,110.0,104.33333333333333,115.16666666666667,-3.7735849056603765,108.0
D2,Udaipur,22,11,108,105,94,3,8,14,19,16,102.0,102.0,107.0,110.0,103.66666666666667,114.5,-1.9230769230769273,110.0
D2,Udaipur,23,12,110,106,100,4,8,11,24,17,108.0,102.0,102.0,111.0,104.0,114.33333333333333,0.9345794392523255,122.0
D2,Udaipur,24,1,122,104,104,18,9,12,23,19,110.0,108.0,102.0,130.0,106.66666666666667,114.25,7.843137254901955,128.0
D2,Udaipur,25,2,128,102,102,26,8,13,24,14,122.0,110.0,108.0,135.0,113.33333333333333,113.58333333333333,19.6078431372549,123.0
D2,Udaipur,26,3,123,105,105,18,11,16,26,19,128.0,122.0,110.0,131.0,120.0,113.0,18.518518518518512,120.0
D2,Udaipur,27,4,120,103,103,17,8,13,23,15,123.0,128.0,122.0,123.0,124.33333333333333,112.33333333333333,11.818181818181817,107.0
D2,Udaipur,28,5,107,102,100,5,7,12,21,12,120.0,123.0,128.0,113.0,123.66666666666667,112.08333333333333,-1.6393442622950838,117.0
D2,Udaipur,29,6,117,106,106,11,7,13,28,12,107.0,120.0,123.0,106.0,116.66666666666667,111.58333333333333,-16.40625,105.0
D2,Udaipur,30,7,105,107,86,0,10,15,22,20,117.0,107.0,120.0,104.0,114.66666666666667,112.5,-4.878048780487809,108.0
D2,Udaipur,31,8,108,105,100,3,10,14,29,19,105.0,117.0,107.0,107.0,109.66666666666667,112.58333333333333,-12.5,101.0
D2,Udaipur,32,9,101,103,90,0,6,13,17,9,108.0,105.0,117.0,102.0,110.0,112.66666666666667,0.9345794392523255,107.0
D2,Udaipur,33,10,107,105,100,2,6,13,29,12,101.0,108.0,105.0,102.0,104.66666666666667,112.58333333333333,-13.675213675213671,105.0
D2,Udaipur,34,11,105,104,96,1,8,15,26,16,107.0,101.0,108.0,108.0,105.33333333333333,113.0,1.904761904761898,116.0
D3,Jodhpur,12,1,180,136,136,44,12,19,31,23,164.0,141.0,145.0,161.0,150.0,148.75,10.067114093959727,160.0
D3,Jodhpur,13,2,160,134,134,26,11,20,37,23,180.0,164.0,141.0,171.0,161.66666666666666,150.33333333333334,24.13793103448276,163.0
D3,Jodhpur,14,3,163,135,134,28,11,23,42,18,160.0,180.0,164.0,149.0,168.0,149.41666666666666,13.475177304964546,145.0
D3,Jodhpur,15,4,145,134,127,11,8,21,35,12,163.0,160.0,180.0,150.0,167.66666666666666,150.58333333333334,-0.6097560975609762,141.0
D3,Jodhpur,16,5,141,128,128,13,13,13,36,18,145.0,163.0,160.0,144.0,156.0,150.16666666666666,-19.444444444444443,147.0
D3,Jodhpur,17,6,147,131,130,16,11,22,29,21,141.0,145.0,163.0,127.0,149.66666666666666,149.91666666666666,-11.875000000000002,147.0
D3,Jodhpur,18,7,147,133,133,14,11,20,26,22,147.0,141.0,145.0,137.0,144.33333333333334,151.58333333333334,-9.815950920245397,146.0
D3,Jodhpur,19,8,146,136,128,10,14,17,27,23,147.0,147.0,141.0,147.0,145.0,152.41666666666666,1.379310344827589,137.0
D3,Jodhpur,20,9,137,135,117,2,13,19,36,20,146.0,147.0,147.0,149.0,146.66666666666666,152.33333333333334,3.546099290780136,151.0
D3,Jodhpur,21,10,151,135,124,16,14,16,31,25,137.0,146.0,147.0,145.0,143.33333333333334,151.33333333333334,-6.802721088435371,163.0
D3,Jodhpur,22,11,163,135,135,28,11,16,33,16,151.0,137.0,146.0,141.0,144.66666666666666,151.83333333333334,2.7210884353741527,179.0
D3,Jodhpur,23,12,179,136,136,43,11,17,37,18,163.0,151.0,137.0,164.0,150.33333333333334,153.66666666666666,11.64383561643836,180.0
D3,Jodhpur,24,1,180,134,134,46,11,26,48,17,179.0,163.0,151.0,180.0,164.33333333333334,154.91666666666666,30.65693430656935,182.0
D3,Jodhpur,25,2,182,132,132,50,17,18,47,30,180.0,179.0,163.0,160.0,174.0,154.91666666666666,19.20529801324504,159.0
D3,Jodhpur,26,3,159,129,129,30,13,17,26,18,182.0,180.0,179.0,163.0,180.33333333333334,156.75,11.65644171779141,163.0
D3,Jodhpur,27,4,163,135,135,28,14,20,26,22,159.0,182.0,180.0,145.0,173.66666666666666,156.41666666666666,-11.1731843575419,153.0
D3,Jodhpur,28,5,153,135,133,18,10,18,29,18,163.0,159.0,182.0,141.0,168.0,157.91666666666666,-9.444444444444445,143.0
D3,Jodhpur,29,6,143,132,131,11,9,19,27,15,153.0,163.0,159.0,147.0,158.33333333333334,158.91666666666666,-15.934065934065933,150.0
D3,Jodhpur,30,7,150,133,129,17,12,22,28,20,143.0,153.0,163.0,147.0,153.0,158.58333333333334,-10.062893081761004,148.0
D3,Jodhpur,31,8,148,129,121,19,10,14,37,17,150.0,143.0,153.0,146.0,148.66666666666666,158.83333333333334,-7.975460122699385,158.0
D3,Jodhpur,32,9,158,130,130,28,14,17,35,29,148.0,150.0,143.0,137.0,147.0,159.0,-3.26797385620915,156.0
D3,Jodhpur,33,10,156,135,135,21,10,20,42,19,158.0,148.0,150.0,151.0,152.0,160.75,10.48951048951048,176.0
D3,Jodhpur,34,11,176,132,132,44,10,16,41,19,156.0,158.0,148.0,163.0,154.0,161.16666666666666,4.0000000000000036,177.0
D4,Kota,12,1,164,120,120,44,12,18,31,20,154.0,137.0,133.0,155.0,141.33333333333334,135.16666666666666,5.47945205479452,150.0
D4,Kota,13,2,150,119,119,31,14,19,39,21,164.0,154.0,137.0,152.0,151.66666666666666,135.91666666666666,23.308270676691723,142.0
D4,Kota,14,3,142,127,114,15,13,16,30,23,150.0,164.0,154.0,129.0,156.0,135.75,9.48905109489051,124.0
D4,Kota,15,4,124,125,102,0,9,17,23,14,142.0,150.0,164.0,128.0,152.0,136.83333333333334,-7.792207792207795,112.0
D4,Kota,16,5,112,123,103,0,8,15,25,15,124.0,142.0,150.0,118.0,138.66666666666666,136.5,-24.390243902439025,132.0
D4,Kota,17,6,132,123,114,9,12,12,35,23,112.0,124.0,142.0,116.0,126.0,136.0,-25.33333333333333,130.0
D4,Kota,18,7,130,121,117,9,10,15,28,21,132.0,112.0,124.0,129.0,122.66666666666667,137.33333333333334,-7.042253521126762,139.0
D4,Kota,19,8,139,119,113,20,11,17,29,20,130.0,132.0,112.0,125.0,124.66666666666667,137.41666666666666,4.8387096774193505,150.0
D4,Kota,20,9,150,123,123,27,13,20,27,18,139.0,130.0,132.0,146.0,133.66666666666666,138.58333333333334,24.10714285714286,130.0
D4,Kota,21,10,130,125,111,5,9,15,28,17,150.0,139.0,130.0,133.0,139.66666666666666,138.91666666666666,13.636363636363647,140.0
D4,Kota,22,11,140,121,121,19,11,15,28,21,130.0,150.0,139.0,137.0,139.66666666666666,138.66666666666666,0.0,152.0
D4,Kota,23,12,152,124,124,28,14,15,40,20,140.0,130.0,150.0,154.0,140.0,138.91666666666666,0.7194244604316502,146.0
D4,Kota,24,1,146,121,121,25,12,15,38,21,152.0,140.0,130.0,164.0,140.66666666666666,138.75,1.333333333333342,147.0
D4,Kota,25,2,147,124,123,23,13,18,28,19,146.0,152.0,140.0,150.0,146.0,137.25,12.307692307692308,128.0
D4,Kota,26,3,128,124,105,4,11,18,35,20,147.0,146.0,152.0,142.0,148.33333333333334,137.0,5.000000000000004,124.0
D4,Kota,27,4,124,121,103,3,8,12,35,12,128.0,147.0,146.0,124.0,140.33333333333334,135.83333333333334,-15.789473684210531,121.0
D4,Kota,28,5,121,122,112,0,9,14,28,13,124.0,128.0,147.0,112.0,133.0,135.83333333333334,-15.068493150684937,125.0
D4,Kota,29,6,125,124,106,1,12,15,28,22,121.0,124.0,128.0,132.0,124.33333333333333,136.58333333333334,-17.68707482993197,131.0
D4,Kota,30,7,131,124,107,7,8,14,31,12,125.0,121.0,124.0,130.0,123.33333333333333,136.0,-2.34375,149.0
D4,Kota,31,8,149,126,126,23,9,17,29,15,131.0,125.0,121.0,139.0,125.66666666666667,136.08333333333334,5.645161290322576,136.0
D4,Kota,32,9,136,125,123,11,10,14,33,18,149.0,131.0,125.0,150.0,135.0,136.91666666666666,23.140495867768585,135.0
D4,Kota,33,10,135,124,124,11,9,18,33,15,136.0,149.0,131.0,130.0,138.66666666666666,135.75,8.800000000000008,157.0
D4,Kota,34,11,157,120,120,37,14,19,39,24,135.0,136.0,149.0,140.0,140.0,136.16666666666666,3.053435114503822,161.0
D5,Bikaner,12,1,121,98,98,23,7,12,21,12,117.0,111.0,111.0,120.0,113.0,106.41666666666667,10.377358490566046,105.0
D5,Bikaner,13,2,105,93,87,12,9,16,27,16,121.0,117.0,111.0,98.0,116.33333333333333,106.5,9.009009009009006,100.0
D5,Bikaner,14,3,100,96,89,4,8,10,24,15,105.0,121.0,117.0,98.0,114.33333333333333,107.08333333333333,-5.405405405405405,97.0
D5,Bikaner,15,4,97,94,90,3,7,9,19,12,100.0,105.0,121.0,94.0,108.66666666666667,107.25,-14.529914529914533,93.0
D5,Bikaner,16,5,93,99,83,0,9,13,22,18,97.0,100.0,105.0,102.0,100.66666666666667,107.5,-19.834710743801654,100.0
D5,Bikaner,17,6,100,98,91,2,6,11,20,12,93.0,97.0,100.0,101.0,96.66666666666667,106.75,-11.428571428571432,115.0
D5,Bikaner,18,7,115,98,98,17,10,12,31,18,100.0,93.0,97.0,106.0,96.66666666666667,106.66666666666667,0.0,109.0
D5,Bikaner,19,8,109,97,97,12,7,12,27,12,115.0,100.0,93.0,113.0,102.66666666666667,107.41666666666667,18.556701030927837,105.0
D5,Bikaner,20,9,105,93,92,12,9,12,20,18,109.0,115.0,100.0,106.0,108.0,107.08333333333333,17.204301075268823,116.0
D5,Bikaner,21,10,116,93,93,23,9,12,22,15,105.0,109.0,115.0,111.0,109.66666666666667,107.0,5.000000000000004,114.0
D5,Bikaner,22,11,114,98,96,16,6,13,29,11,116.0,105.0,109.0,111.0,110.0,107.41666666666667,0.8695652173912993,122.0
D5,Bikaner,23,12,122,98,98,24,9,11,25,17,114.0,116.0,105.0,117.0,111.66666666666667,107.66666666666667,4.587155963302747,121.0
D5,Bikaner,24,1,121,97,97,24,7,11,33,15,122.0,114.0,116.0,121.0,117.33333333333333,108.08333333333333,16.1904761904762,108.0
D5,Bikaner,25,2,108,96,96,12,6,15,21,8,121.0,122.0,114.0,105.0,119.0,108.08333333333333,4.31034482758621,110.0
D5,Bikaner,26,3,110,98,91,12,8,13,21,14,108.0,121.0,122.0,100.0,117.0,108.33333333333333,-5.263157894736848,98.0
D5,Bikaner,27,4,98,95,87,3,9,11,23,15,110.0,108.0,121.0,97.0,113.0,109.16666666666667,-9.836065573770492,96.0
D5,Bikaner,28,5,96,93,87,3,9,10,23,18,98.0,110.0,108.0,93.0,105.33333333333333,109.25,-19.00826446280992,105.0
D5,Bikaner,29,6,105,98,93,7,9,10,26,16,96.0,98.0,110.0,100.0,101.33333333333333,109.5,-11.111111111111116,110.0
D5,Bikaner,30,7,110,96,95,14,10,11,19,19,105.0,96.0,98.0,115.0,99.66666666666667,109.91666666666667,-4.545454545454541,124.0
D5,Bikaner,31,8,124,97,97,27,9,18,33,19,110.0,105.0,96.0,109.0,103.66666666666667,109.5,12.244897959183664,111.0
D5,Bikaner,32,9,111,98,89,13,10,16,29,15,124.0,110.0,105.0,105.0,113.0,110.75,29.166666666666675,118.0
D5,Bikaner,33,10,118,95,95,23,9,15,26,15,111.0,124.0,110.0,116.0,115.0,111.25,5.714285714285716,114.0
D5,Bikaner,34,11,114,95,95,19,9,16,26,15,118.0,111.0,124.0,114.0,117.66666666666667,111.41666666666667,7.272727272727275,121.0
D6,Alwar,12,1,123,106,106,17,8,17,25,16,131.0,137.0,130.0,126.0,132.66666666666666,123.75,-2.9629629629629672,129.0
D6,Alwar,13,2,129,111,111,18,12,19,22,20,123.0,131.0,137.0,120.0,130.33333333333334,123.5,-5.384615384615388,106.0
D6,Alwar,14,3,106,112,95,0,9,12,19,19,129.0,123.0,131.0,110.0,127.66666666666667,124.25,-5.839416058394164,107.0
D6,Alwar,15,4,107,106,90,1,7,12,26,13,106.0,129.0,123.0,108.0,119.33333333333333,123.91666666666667,-19.083969465648853,114.0
D6,Alwar,16,5,114,110,102,4,10,16,20,21,107.0,106.0,129.0,109.0,114.0,123.83333333333333,-13.008130081300816,138.0
D6,Alwar,17,6,138,106,106,32,9,15,28,15,114.0,107.0,106.0,110.0,109.0,124.25,-11.627906976744185,136.0
D6,Alwar,18,7,136,107,107,29,12,19,22,25,138.0,114.0,107.0,130.0,119.66666666666667,126.58333333333333,30.188679245283012,141.0
D6,Alwar,19,8,141,107,107,34,13,15,29,22,136.0,138.0,114.0,139.0,129.33333333333334,127.08333333333333,27.10280373831775,130.0
D6,Alwar,20,9,130,108,108,22,11,13,21,17,141.0,136.0,138.0,135.0,138.33333333333334,127.25,23.684210526315795,133.0
D6,Alwar,21,10,133,110,110,23,12,19,35,19,130.0,141.0,136.0,130.0,135.66666666666666,126.83333333333333,-5.797101449275366,129.0
D6,Alwar,22,11,129,106,103,23,11,12,22,18,133.0,130.0,141.0,137.0,134.66666666666666,127.08333333333333,-2.2058823529411797,139.0
D6,Alwar,23,12,139,107,107,32,11,13,34,22,129.0,133.0,130.0,131.0,130.66666666666666,126.41666666666667,-8.510638297872342,130.0
D6,Alwar,24,1,130,108,108,22,12,13,29,19,139.0,129.0,133.0,123.0,133.66666666666666,127.08333333333333,6.923076923076921,134.0
D6,Alwar,25,2,134,109,109,25,8,17,33,13,130.0,139.0,129.0,129.0,132.66666666666666,127.66666666666667,-2.2556390977443663,124.0
D6,Alwar,26,3,124,107,107,17,8,18,23,12,134.0,130.0,139.0,106.0,134.33333333333334,128.08333333333334,3.875968992248069,114.0
D6,Alwar,27,4,114,108,93,6,11,12,21,20,124.0,134.0,130.0,107.0,129.33333333333334,129.58333333333334,-10.79136690647482,126.0
D6,Alwar,28,5,126,107,107,19,10,14,23,18,114.0,124.0,134.0,114.0,124.0,130.16666666666666,-12.307692307692308,128.0
D6,Alwar,29,6,128,110,110,18,10,18,31,19,126.0,114.0,124.0,138.0,121.33333333333333,131.16666666666666,-5.970149253731338,143.0
D6,Alwar,30,7,143,108,108,35,12,16,36,25,128.0,126.0,114.0,136.0,122.66666666666667,130.33333333333334,3.2258064516129004,140.0
D6,Alwar,31,8,140,111,111,29,10,18,33,15,143.0,128.0,126.0,141.0,132.33333333333334,130.91666666666666,25.43859649122806,139.0
D6,Alwar,32,9,139,111,111,28,12,15,38,22,140.0,143.0,128.0,130.0,137.0,130.83333333333334,11.111111111111116,146.0
D6,Alwar,33,10,146,113,113,33,10,16,33,19,139.0,140.0,143.0,133.0,140.66666666666666,131.58333333333334,8.59375,136.0
D6,Alwar,34,11,136,109,109,27,10,13,25,21,146.0,139.0,140.0,129.0,141.66666666666666,132.66666666666666,2.0979020979021046,151.0
D7,Sikar,12,1,99,90,86,9,7,12,21,13,98.0,103.0,98.0,103.0,99.66666666666667,98.58333333333333,-14.782608695652177,91.0
D7,Sikar,13,2,91,89,82,2,5,12,19,10,99.0,98.0,103.0,90.0,100.0,98.25,1.0204081632652962,84.0
D7,Sikar,14,3,84,93,72,0,5,9,19,7,91.0,99.0,98.0,87.0,96.0,98.33333333333333,-11.650485436893199,96.0
D7,Sikar,15,4,96,90,90,6,7,13,17,11,84.0,91.0,99.0,88.0,91.33333333333333,98.08333333333333,-14.28571428571429,94.0
D7,Sikar,16,5,94,90,82,4,8,9,26,13,96.0,84.0,91.0,90.0,90.33333333333333,98.75,-3.0303030303030276,103.0
D7,Sikar,17,6,103,90,90,13,8,11,18,12,94.0,96.0,84.0,103.0,91.33333333333333,99.08333333333333,3.296703296703307,114.0
D7,Sikar,18,7,114,90,90,24,8,16,23,12,103.0,94.0,96.0,102.0,97.66666666666667,99.08333333333333,22.619047619047628,109.0
D7,Sikar,19,8,109,88,88,21,9,11,25,15,114.0,103.0,94.0,106.0,103.66666666666667,100.08333333333333,18.75,105.0
D7,Sikar,20,9,105,91,89,14,9,12,26,19,109.0,114.0,103.0,115.0,108.66666666666667,100.33333333333333,15.957446808510634,103.0
D7,Sikar,21,10,103,89,88,14,9,11,17,18,105.0,109.0,114.0,98.0,109.33333333333333,99.5,1.9417475728155331,109.0
D7,Sikar,22,11,109,92,90,17,6,15,24,10,103.0,105.0,109.0,103.0,105.66666666666667,99.91666666666667,-9.649122807017541,95.0
D7,Sikar,23,12,95,92,87,3,8,11,23,17,109.0,103.0,105.0,98.0,105.66666666666667,100.41666666666667,0.0,96.0
D7,Sikar,24,1,96,94,79,2,9,12,26,16,95.0,109.0,103.0,99.0,102.33333333333333,100.16666666666667,-9.523809523809524,95.0
D7,Sikar,25,2,95,94,82,1,6,11,21,12,96.0,95.0,109.0,91.0,100.0,99.91666666666667,-6.796116504854366,92.0
D7,Sikar,26,3,92,92,79,0,8,11,19,17,95.0,96.0,95.0,84.0,95.33333333333333,100.25,-12.844036697247708,96.0
D7,Sikar,27,4,96,88,83,8,8,14,16,15,92.0,95.0,96.0,96.0,94.33333333333333,100.91666666666667,-3.157894736842104,91.0
D7,Sikar,28,5,91,92,85,0,7,12,17,14,96.0,92.0,95.0,94.0,94.33333333333333,100.91666666666667,0.0,106.0
D7,Sikar,29,6,106,89,86,17,8,13,25,13,91.0,96.0,92.0,103.0,93.0,100.66666666666667,-4.210526315789476,113.0
D7,Sikar,30,7,113,92,92,21,9,14,21,19,106.0,91.0,96.0,114.0,97.66666666666667,100.91666666666667,15.217391304347828,104.0
D7,Sikar,31,8,104,90,90,14,8,13,25,13,113.0,106.0,91.0,109.0,103.33333333333333,100.83333333333333,17.708333333333325,110.0
D7,Sikar,32,9,110,91,91,19,7,15,23,11,104.0,113.0,106.0,105.0,107.66666666666667,100.41666666666667,14.28571428571428,102.0
D7,Sikar,33,10,102,89,89,13,7,11,26,11,110.0,104.0,113.0,103.0,109.0,100.83333333333333,3.7735849056603765,100.0
D7,Sikar,34,11,100,93,83,7,7,11,20,10,102.0,110.0,104.0,109.0,105.33333333333333,100.75,-9.734513274336287,99.0
D8,Bharatpur,12,1,90,86,78,4,7,13,23,15,100.0,97.0,102.0,91.0,99.66666666666667,98.16666666666667,-8.25688073394495,87.0
D8,Bharatpur,13,2,87,86,81,1,6,10,14,10,90.0,100.0,97.0,83.0,95.66666666666667,98.08333333333333,-11.764705882352944,92.0
D8,Bharatpur,14,3,92,86,86,6,8,11,17,15,87.0,90.0,100.0,91.0,92.33333333333333,98.41666666666667,-10.309278350515461,87.0
D8,Bharatpur,15,4,87,84,75,3,8,10,23,13,92.0,87.0,90.0,94.0,89.66666666666667,98.5,-7.9999999999999964,97.0
D8,Bharatpur,16,5,97,85,81,12,8,14,20,15,87.0,92.0,87.0,94.0,88.66666666666667,97.91666666666667,-3.3333333333333326,107.0
D8,Bharatpur,17,6,107,88,88,19,8,13,20,14,97.0,87.0,92.0,109.0,92.0,98.16666666666667,11.494252873563227,114.0
D8,Bharatpur,18,7,114,84,84,30,7,11,25,15,107.0,97.0,87.0,101.0,97.0,98.0,16.30434782608696,111.0
D8,Bharatpur,19,8,111,85,85,26,8,10,18,15,114.0,107.0,97.0,107.0,106.0,99.08333333333333,31.034482758620683,114.0
D8,Bharatpur,20,9,114,88,88,26,7,13,22,10,111.0,114.0,107.0,109.0,110.66666666666667,99.41666666666667,14.432989690721643,98.0
D8,Bharatpur,21,10,98,85,82,13,7,14,18,14,114.0,111.0,114.0,102.0,113.0,99.83333333333333,6.542056074766345,100.0
